indice,palabras,insultos
4553,colegiomedicoco,0
18225,colegios,0
19418,colegir,0
10528,colelectoral,0
399,colesterol,0
38576,coletazos,0
20141,coletos,0
38311,colgado,0
6663,colgando,0
33285,colgar,0
29676,colgue,0
43201,colico,0
16471,colicos,0
12194,colinascamp1y2,0
43458,colitasfelicess,0
13019,coljuristas,0
10911,coljustalibres,0
11824,collage,0
12196,collana_a,0
25122,collar,0
23579,collo,0
27376,colma,0
12189,colmadr,0
26565,colmando,0
18703,colme,0
19248,colmenares,0
25629,colmillos,0
30707,colmilludo,0
2458,colmo,0
32666,colmundoradio,0
29069,colo,0
13499,coloca,0
32603,colocado,0
22107,colocamos,0
8045,colocando,0
15171,colocandole,0
6044,colocar,0
18499,colocara,0
45138,colocarlas,0
15322,colocaron,0
7463,colocas,0
26219,colocemos,0
10254,coloco,0
8102,colom,0
40997,colomb_enaccion,0
33174,colomba,0
43459,colombi36214935,0
18,colombia,0
17267,colombia_hist,0
41176,colombia_opina_,0
15368,colombia2022,0
32065,colombia6,0
31617,colombia6000,0
22715,colombiaa,0
23427,colombiaamigos,0
36200,colombiaaqui,0
41168,colombiacalling,0
7813,colombiaclaro,0
33311,colombiacoherente,0
22985,colombiacolombia,0
2069,colombiacompra,0
32835,colombiacuente,0
29351,colombiadebe,0
12200,colombiaderech,0
12201,colombiaderecha,0
23422,colombiadios,0
32509,colombiadiosito,0
35498,colombiael,0
12203,colombiaembusa,0
41172,colombiaenergia,0
12892,colombiaes,0
13600,colombiaesta,0
17593,colombiaet,0
44278,colombiafirme76,0
44249,colombiahabla,0
12208,colombiahablaus,0
29432,colombiahistori,0
25105,colombiahoy,0
15630,colombiahttpstco7ev5f67q80,0
15629,colombiahttpstcokw89drif13,0
4404,colombiahttpstcop5ftwlznnc,0
36429,colombiahumana,0
6456,colombiahumana_,0
38772,colombiailove,0
38108,colombiaivanduque,0
38396,colombiajunto,0
39905,colombiala,0
18874,colombialibredeguerrilleros,0
29742,colombiallenarse,0
45218,colombialo,0
21069,colombialos,0
44842,colombiamas,0
26184,colombiamay,0
42749,colombiamuchas,0
17419,colombian,0
31129,colombian_ade,0
9141,colombian999,0
304,colombiana,0
31130,colombianaaja,0
37361,colombianahttpstcoblwlg26knocual,0
23928,colombianaigual,0
2403,colombianas,0
39933,colombianashoy,0
39423,colombianasson,0
31135,colombianfgi,0
41177,colombianiisimo,0
954,colombiano,0
33228,colombiano20000una,0
6310,colombianocuantos,0
12212,colombianoind,0
40587,colombianoni,0
38633,colombianopetrogustavo,0
31550,colombianoqueremos,0
2326,colombianos,0
24464,colombianosalvarouribevel,0
37221,colombianosmaria,0
22700,colombianosno,0
45288,colombianospor,0
7706,colombianosque,0
41173,colombianosune,0
5622,colombianosustedes,0
10129,colombianosyo,0
44478,colombianotiene,0
15926,colombians,0
40261,colombianxscero,0
39862,colombiaopinion,0
14665,colombiaoscura,0
43427,colombiapatria,0
41240,colombiapotus,0
11361,colombiaprovida,0
43460,colombiareports,0
41174,colombiaresist2,0
38818,colombias,0
37758,colombiasi,0
33597,colombiasin,0
24945,colombiasolida1,0
41175,colombiatalcual,0
12210,colombiaultimo,0
26424,colombiauna,0
22775,colombiaunidad,0
43112,colombiavota,0
14780,colombiay,0
35086,colombiayo,0
10594,colombina,0
3552,colombinos,0
16612,colombis,0
27636,colombisnos,0
5211,colombovnzolana,0
12548,colomibana,0
15895,colon,0
15976,colonia,0
43469,colonial72,0
38641,colonialista,0
35057,colonizador,0
43502,colonizadora,0
15122,colonizando,0
29848,coloque,0
38553,coloquen,0
10163,coloquial,0
3349,color,0
41178,coloradvalentin,0
20581,colores,0
12859,colresistiendo,0
25572,cols,0
31136,colsaludable,0
41165,colsolhh,0
22869,coltan,0
37554,coltejer,0
32442,columbia,0
12217,columbiskii,0
45035,columbra,0
1471,columna,0
12654,columnas,0
39524,columnaslas,0
1350,columnista,0
40998,colvenezolano,0
4273,com,0
2430,coma,0
12390,comadre,0
18488,comadreja,1
4652,coman,0
18361,comand,0
21903,comandada,0
1940,comandado,0
26808,comandan,0
40429,comandando,0
979,comandante,0
4691,comandante_ejc,0
19779,comandantes,0
12220,comandhamburger,0
10546,comandjungle,0
5234,comando,0
30987,comandos,0
13543,comandosamenazasetcese,0
38042,comanse,0
37472,comarca,0
25799,comase,0
15806,comba,0
20300,combartir,0
31828,combata,0
24373,combate,0
11038,combatiendo,0
22471,combatimos,0
23426,combatio,0
1992,combatir,0
26838,combatiren,0
26557,combativa,0
25919,combenio,0
32344,combinacion,0
39435,combita,0
11314,combo,0
22398,combustible,0
2170,come,0
10833,comedia,0
15920,comediante,0
36313,comediantes,0
23887,comemierdas,0
16418,comemos,0
13725,comen,0
23375,comence,0
24197,comencemos,0
20206,comenta,0
36333,comentan,0
29374,comentando,0
15188,comentar,0
5790,comentario,0
30031,comentariono,0
686,comentarios,0
40042,comentariosrodolfo,0
12994,comentarista,0
29439,comentarlo,0
19746,comentas,0
22379,comento,0
36864,comenzado,0
15119,comenzando,0
12637,comenzar,0
22125,comenzara,0
26794,comenzare,0
5991,comenzaron,0
6550,comenzo,0
4669,comer,0
24936,comera,0
14304,comercial,0
12199,comerciales,0
31137,comerciales2020,0
3435,comerciante,0
18452,comerciantes,0
33543,comerciar,0
7291,comercio,0
8253,comercios,0
35573,comeremos,0
12857,comes,0
11757,cometan,0
16609,comete,0
20464,cometen,0
6264,cometer,0
37813,cometera,0
33144,cometian,0
19954,cometido,0
38391,cometidos,0
608,cometiendo,0
2510,cometiendola,0
42219,cometiera,0
16862,cometieron,0
44485,cometimos,0
1370,cometio,0
30778,comi,0
23800,comia,0
6731,comiamos,0
31853,comian,0
21649,comica,0
20585,comicios,0
5507,comico,0
6697,comida,0
26249,comidalavaperrono,0
24104,comidas,0
34191,comido,0
44742,comien,0
36354,comience,0
6756,comiencen,0
4841,comiendo,0
22329,comiendole,0
16602,comiendose,0
2096,comienza,0
24542,comienzan,0
43451,comienzapara,0
39102,comienzaque,0
7250,comienzo,0
36871,comienzos,0
12893,comieron,0
8444,comillas,0
11669,cominos,0
14959,comio,0
1006,comision,0
629,comisionado,0
34990,comisionadopaz,0
33644,comisiones,0
33192,comisionista,0
18075,comisionverdadc,0
31670,comiste,0
2619,comite,0
12222,comitesanturban,0
8662,comitiva,0
8643,comitivas,0
12229,commentatorcol,0
29298,commented,0
17237,comments,0
12233,commercewebc,0
22443,community,0
37,como,0
17629,comoashiiiiiiii,0
31412,comocon,0
36887,comoda,0
31044,comodidad,0
8621,comodin,0
38362,comodines,0
35921,comodo,0
40522,comojennifer,0
29600,comola,0
32687,comombia,0
30830,comonusted,0
24161,comoponga,0
5013,compa,0
12388,compadre,0
28692,compadres,0
22165,compagine,0
19420,companera,0
22826,companeras,0
32166,companere,0
3554,companero,0
39451,companeroque,0
1068,companeros,0
1664,compania,0
22337,companias,0
42020,companiasera,0
8971,companiasin,0
14718,company,0
19663,compara,0
23395,comparable,0
21792,comparables,0
6823,comparacion,0
13200,comparacionesmuy,0
13901,comparada,0
14364,comparado,0
4813,comparan,0
27695,comparando,0
11943,comparandola,0
7626,comparandolos,0
2923,comparar,0
36254,compararla,0
9492,compararlo,0
42975,compararon,0
7983,comparativa,0
35724,comparativos,0
19066,compare,0
13606,comparemos,0
35777,comparen,0
361,comparendo,0
600,comparsa,0
35848,comparta,0
28275,compartaeps,0
45289,compartamos,0
20659,comparte,0
33648,comparten,0
30123,compartible,0
15932,compartida,0
25032,compartido,0
26548,compartiendo,0
39094,compartieron,0
10443,compartimos,0
26075,compartio,0
4356,compartir,0
23292,compartirlo,0
10873,comparto,0
36260,compas,0
27627,compasion,0
12235,compatr46515500,0
24509,compatraiga,0
20344,compatriota,0
5890,compatriotas,0
18700,compensa,0
18468,compete,0
22537,competencia,0
23653,competencias,0
6988,competente,0
40361,competentes,0
38498,competidora,0
24994,competidores,0
10734,competir,0
18659,compinche,0
20182,compinches,0
25857,compinchesno,0
16048,compita,0
14921,compitas,0
26906,compite,0
26264,compitiendo,0
31829,compitio,0
38834,complace,0
3546,complacer,0
42170,complaciente,0
3527,complejo,0
31138,complejo_be,0
7115,complejos,0
41672,complementar,0
21427,complemente,0
24053,complemento,0
9193,completa,0
32425,completado,0
3834,completamente,0
37665,completamos,0
2038,completan,0
30733,completar,0
3522,completaron,0
19297,complete,0
1852,completo,0
31931,completono,0
33878,completos,0
45043,complica,0
1957,complicaciones,0
32650,complicada,0
10276,complicado,0
17437,complicados,0
37564,complicar,0
9117,complicaria,0
7944,complice,0
44998,compliceh,0
17528,complices,0
39419,complicessolo,0
14895,complicidad,0
17488,complico,0
9022,complise,0
21754,complot,0
16432,compone,0
23353,componemos,0
39575,componen,0
11985,componendas,0
7015,comportamiento,0
37590,comportamientos,0
44144,comportamientotambien,0
40282,comportando,0
19268,comportara,0
20948,comportarse,0
15045,comporto,0
34876,compostura,0
58,compra,0
2704,compraban,0
12697,comprada,0
38261,compradas,0
17688,comprado,0
3436,comprador,0
22354,compradora,0
40246,compradoras,0
22356,compradores,0
20754,comprados,0
26371,compramos,0
13841,compran,0
15670,comprando,0
22430,comprandole,0
7611,comprar,0
29715,comprara,0
45009,comprarlasley,0
13608,comprarle,0
22877,comprarloantes,0
29383,comprarlos,0
36149,comprarme,0
7092,compraron,0
13263,compras,0
15699,compraste,0
5060,comprate,0
41714,compraventa,0
23271,compravotos,0
7400,compre,0
21290,compren,0
17637,comprendemos,0
5352,comprender,0
44326,comprenderan,0
12996,comprenderian,0
21382,comprendo,0
4883,comprension,0
15509,comprensivo,0
7787,compro,0
15349,comprobada,0
8716,comprobadalo,0
17786,comprobado,0
29582,comprobando,0
11053,comprobara,0
26875,comprobarlo,0
36658,comprobaron,0
23197,comprobo,0
25172,comprometase,0
25909,compromete,0
16569,comprometer,0
25260,comprometera,0
32546,comprometerse,0
37844,comprometida,0
6574,comprometido,0
2844,comprometidos,0
39945,comprometieron,0
44513,comprometio,0
23113,comprometo,0
1332,compromiso,0
32157,compromisociu,0
603,compromisos,0
32099,comproy,0
17535,comprueba,0
23808,compruebe,0
3726,compruebenos,0
1937,compuesto,0
8362,compulsivo,0
27448,compulsivos,0
19460,computador,0
24025,computrabajo,0
37295,comulga,0
30468,comulgan,0
30668,comulgo,0
3304,comun,0
25993,comuna,0
15166,comunal,0
32975,comunales,0
532,comunas,0
13826,comunes,0
18868,comunes_bogota,0
18870,comunesant,0
9454,comunescol,0
7872,comunesdialecto,0
39514,comunespatriota8565,0
9013,comunespor,0
45057,comunica,0
3403,comunicacion,0
12238,comunicacionec,0
10000,comunicaciones,0
39354,comunicacionexplicacion,0
2509,comunicado,0
7933,comunicados,0
26328,comunicadoya,0
43470,comunicarli,0
38472,comunicarme,0
2080,comunidad,0
12243,comunidadbocala,0
2120,comunidades,0
31089,comuniquese,0
2633,comunismo,0
30983,comunismobendiciones,0
34418,comunismohoy,0
22806,comunismosubsidios,0
180,comunista,0
21866,comunistaduque,0
1428,comunistas,0
45325,comunistasi,0
20042,comunistaterrorista,1
22763,comunistay,0
44097,comunistayo,0
22599,comunistoides,1
38935,comunitario,0
39934,comunsalvar,0
100,con,0
19696,cona,0
1320,conagradoy,0
12248,conalejo2,0
26350,conatencion,0
15412,concebido,0
40442,conceda,0
37349,concede,0
39460,concedio,0
214,concejal,0
37578,concejala,0
1802,concejales,0
8677,concejaless,0
2287,concejo,0
19143,concejo_cucuta,0
8127,concejocomenzando,0
32789,concejodebaq,0
20393,concejodebogota,0
674,concejomedellin,0
23661,concejos,0
20527,concenso,0
36605,concentimiento,0
3355,concentracion,0
33301,concentraciones,0
35373,concentrando,0
3991,concentraremos,0
36738,concentrarnos,0
28078,concentrate,0
23115,concentren,0
13437,concentrese,0
34840,concepcion,0
28565,concepcionant,0
14283,concepto,0
2301,conceptos,0
22190,conceptousted,0
22318,conceptual,0
22321,conceptualse,0
39773,concer,0
31443,concesion,0
14728,concesionario,0
28715,concesiones,0
11146,concha,0
19363,conchudarenuncie,0
7325,conchudo,0
11384,conchudos,0
43471,conciboca,0
7155,conciencia,0
18300,conciencias,0
13510,concienciasque,0
31139,concienciaxcol,0
15809,conciente,0
23945,concientes,0
1923,concierto,0
45019,conciertoa,0
34287,conciliacion,0
42521,conciliar,0
32588,concisa,0
39320,conciso,0
28,conclave,0
2141,concluir,0
45343,concluira,0
7098,conclusion,0
6223,conclusiones,0
23061,concluye,0
39231,concluyele,0
15549,concluyo,0
34013,conconcreto,0
18647,concordante,0
27666,concordia,0
29230,concreta,0
31196,concretamente,0
36507,concretas,0
36517,concrete,0
39383,concretos,0
30923,concubina,0
36790,concuerdan,0
4792,concuerdo,0
37580,concurrido,0
14791,concurso,0
6153,conde,0
427,condecora,0
32675,condecoracion,0
13881,condecoraciones,0
39770,condecorado,0
13940,condecoran,0
17635,condecorar,0
32029,condecoraron,0
38419,condecoro,0
13845,condena,0
19929,condenada,0
14095,condenado,0
13401,condenados,0
40170,condenadoy,0
31987,condenamos,0
6389,condenan,0
2154,condenar,0
11199,condenara,0
21051,condenarlo,0
11795,condenaron,0
45098,condenasivanduque,1
39685,condenatorias,0
13716,condene,0
10601,condenen,0
19965,condeno,0
10402,condescendiente,0
38,condicion,0
2313,condiciones,0
16031,condicionesel,0
41389,condicionesvamos,0
33164,condicionsi,0
7038,condolencias,0
24642,condor,0
23938,conduce,0
45159,conducen,0
29706,conducir,0
1343,conducta,0
38273,conductas,0
14697,conducto,0
20388,conductor,0
22136,cone,0
21759,conecta,0
19613,conectado,0
14084,conectados,0
39730,conectan,0
23225,conectando,0
41005,conectarnos,0
42534,conectaron,0
39687,conectarse,0
37596,conectate,0
36906,conectemos,0
43939,conectividad,0
38215,conecto,0
7079,conejio,0
18407,conejitos,0
3071,conejo,0
27362,conexion,0
38950,conexiones,0
41179,conexnoticiasec,0
16000,conexxion,0
5107,confabularse,0
18578,conferencia,0
7536,conferencias,0
44385,conferenciasy,0
31037,conferencistas,0
33138,conferido,0
13143,confesado,0
33259,confesando,0
7070,confesar,0
17911,confesion,0
24063,confesiones,0
32849,confeso,0
39865,confesos,0
4408,confia,0
38867,confiabilidad,0
8317,confiable,0
25480,confiableseguidores,0
8681,confiado,0
17552,confiamos,0
23334,confian,0
20291,confiando,0
2263,confianza,0
22176,confianzami,0
24913,confianzapico,0
11018,confiar,0
33053,confiarnos,0
11386,confiaron,0
41843,confidencialidad,0
12382,confidencialque,0
7766,confie,0
8721,confiemos,0
43404,confien,0
31140,confieropoder,0
1036,confiesa,0
18210,confieso,0
28923,configura,0
25317,confinamiento,0
2833,confio,0
1866,confirma,0
5986,confirmacion,0
8943,confirmado,0
19483,confirmadopetronero,0
11411,confirman,0
36741,confirmando,0
33223,confirmar,0
35990,confirmarme,0
12608,confirme,0
12872,confirmen,0
1254,confirmo,0
31141,confispcol,0
26469,conflicto,0
8112,conflictos,0
1256,conformacion,0
38741,conformada,0
6318,conformado,0
37582,conformamos,0
23320,conforman,0
2051,conformar,0
35151,conformas,0
6283,conforme,0
15847,conformen,0
34657,conformes,0
32312,conformidad,0
27374,conformismo,0
20792,conformo,0
12126,confrontacion,0
26675,confrontado,0
246,confrontar,0
29346,confronte,0
23481,confunda,0
39165,confundan,0
30144,confundas,0
19853,confunde,0
20207,confunden,0
31832,confundes,0
31500,confundian,0
30154,confundido,0
27202,confundidos,0
9781,confundio,0
27215,confundir,0
19501,confundirno,0
7009,confundirse,0
29251,confusa,0
30412,confusion,0
18501,confuso,0
11781,congela,0
32935,congelada,0
30150,congelo,0
31554,congestion,0
27195,congraciarse,0
18030,congratulations,0
38105,congregar,0
7964,congresi,0
7708,congresista,0
6808,congresistas,0
143,congreso,0
18503,congresocol,0
11468,congresode,0
28943,congresodel,0
36095,congresoesta,0
41180,congresohampon,1
20480,congresose,0
25262,congresousted,0
3339,congress,0
41181,congruente007,0
31942,conjuncion,0
38475,conjunta,0
35250,conjuntamente,0
2073,conjunto,0
12249,conmebolroba,0
39133,conmemora,0
14339,conmemoracion,0
38414,conmemorar,0
4263,conmigo,0
20835,conmovedor,0
40093,conmovio,0
17962,conmueve,0
31185,connacionales,0
25163,connel,0
15404,conniealfonso5,0
41183,conniemedina01,0
32868,connotacion,0
34630,connuds,0
9512,cono,0
7821,conoce,0
19006,conocedora,0
26179,conoceel,0
7385,conocemos,0
4139,conocen,0
36664,conocepor,0
6439,conocer,0
3441,conocera,0
36358,conoceras,0
19009,conocereis,0
12672,conoceremos,0
14993,conocerla,0
36549,conocerlasgracias,0
36069,conocerlo,0
39391,conocerlos,0
36064,conocerte,0
8578,conoces,0
15939,conoci,0
18727,conocia,0
31918,conociamos,0
20187,conocian,0
25592,conocida,0
14825,conocidas,0
2656,conocido,0
26668,conocidoque,0
1387,conocidos,0
2382,conociendo,0
10806,conociera,0
13495,conocieran,0
1158,conocimiento,0
989,conocio,0
41368,conoizuluaga,0
36675,conose,0
6335,conozca,0
40057,conozcaella,0
22981,conozcamos,0
22580,conozcan,0
872,conozco,0
38173,conpanero,0
36221,conparaco,0
7570,conpinches,0
12638,conquistar,0
31722,cons,0
11371,consciencia,0
21598,consciente,0
28939,conscientes,0
1617,consecuencia,0
8610,consecuencias,0
29192,consecuente,0
16243,consecuentealejate,0
34140,consecuentemente,0
24893,consecutivos,0
13555,conseguido,0
574,conseguimos,0
12692,conseguir,0
15170,conseguira,0
25193,conseguiremos,0
38491,conseguirse,0
17660,conseguiste,0
35107,consejal,0
7379,consejales,0
7871,consejalesfosas,0
5685,consejalillos,0
29568,consejerianinez,0
2192,consejero,0
43835,consejeros,0
3376,consejo,0
11308,consejodeestado,0
45298,consejogremial,0
7917,consejos,0
11429,consenso,0
4183,consensos,0
17065,consensosya,0
19452,consentida,0
11782,consentido,0
13199,consentidos,0
8192,conservador,0
12067,conservadora,0
11675,conservadores,0
14033,conservan,0
1516,conservar,0
7158,conserve,0
31605,conservo,0
40256,considencia,0
3525,considera,0
20093,consideraba,0
8177,considerable,0
5952,considerables,0
8393,consideracion,0
42786,consideraciones,0
42772,considerada,0
12259,considerado,0
15641,consideran,0
252,considerando,0
6859,considerar,0
41413,considerarla,0
33003,considerarlo,0
34636,considere,0
23998,considerenlo,0
12539,considero,0
39900,consiemta,0
30142,consienta,0
25903,consiente,0
20869,consiga,0
26990,consigan,0
8033,consigna,0
16266,consignaban,0
36148,consignan,0
12698,consignarle,0
32410,consignarte,0
38501,consigno,0
33742,consigo,0
5635,consigue,0
10308,consiguen,0
20646,consigues,0
25931,consiguieron,0
4009,consiguio,0
41184,consiliencia,0
38568,consiste,0
38849,consistencia,0
22899,consistente,0
11830,consistio,0
11298,consolacion,0
31969,consolamos,0
38648,consolida,0
39738,consolidado,0
25062,consolidar,0
10726,consolide,0
23150,consonante,0
14743,consorcio,0
24167,consorte,0
26520,conspiracion,0
25437,conspirador,0
43290,conspiradores,0
29096,conspirativa,0
41739,conspirativas,0
30950,conspiretas,0
15462,consta,0
2577,constancia,0
1446,constante,0
3451,constantes,0
29072,constanzadelga1,0
25822,conste,0
1135,constitucion,0
195,constitucional,0
39504,constitucionalbajo,0
8134,constitucionales,0
22358,constitucionalesta,0
38255,constitucionalidad,0
37501,constitucionalista,0
23755,constitucionalmente,0
18604,constituciongracias,0
40515,constituida,0
43174,constituir,0
32672,constituiria,0
43938,constituye,0
39498,constituyen,0
31420,constrictora,0
28616,constriniendo,0
7771,constrino,0
17667,construccion,0
27680,construcciones,0
33961,constructivas,0
16309,constructivo,0
14931,constructor,0
13610,constructora,0
14930,constructoras,0
32294,construian,0
38065,construidas,0
6331,construido,0
43041,construidoclaro,0
19399,construimos,0
2407,construir,0
2002,construye,0
19351,construyen,0
19278,construyendo,0
21354,construyendole,0
9017,construyo,0
41185,construyopais,0
23462,constsos,0
3579,consuelo,0
31147,consuguarni,0
3411,consul,0
8504,consulado,0
24327,consules,0
150,consulta,0
22098,consultada,0
31149,consultado,0
22479,consultadoque,0
40099,consultalo,0
11540,consultando,0
15794,consultano,0
587,consultar,0
11831,consultaron,0
26740,consultas,0
15928,consultation,0
1502,consulto,0
12263,consultor_law,0
44399,consultoria,0
5399,consumado,0
1322,consume,0
18376,consumidor,0
19594,consumidores,0
27138,consumiendo,0
45034,consumio,0
22376,consumir,0
347,consumo,0
17391,consumoy,0
36284,consus,0
5122,conta,0
13965,contaba,0
26305,contabilice,0
22455,contactado,0
20775,contactar,0
30137,contactaron,0
27848,contactarse,0
32042,contacto,0
13553,contactos,0
45167,contada,0
19588,contadas,0
9519,contado,0
43472,contador917,0
12508,contados,0
37016,contagia,0
23163,contagiado,0
23243,contagiando,0
24550,contagiar,0
3841,contagio,0
9221,contagioradio1,0
26514,contagios,0
28945,contal,0
13009,contame,0
35880,contaminacion,0
6657,contaminado,0
16021,contaminar,0
37588,contamino,0
38363,contamos,0
22616,contando,0
29806,contandolo,0
2563,contar,0
3122,contara,0
12772,contaran,0
17113,contarle,0
31151,contarod,0
4140,contaron,0
10383,contarpues,0
39875,conteluego,0
1136,contempla,0
32938,contemplacion,0
37878,contemplados,0
31654,contemplar,0
1958,contemple,0
38313,contemporaneo,0
176,contencion,0
27523,contendor,0
23565,contendores,0
10780,contenedor,0
20800,contener,0
1613,contenidas,0
29066,contenido,0
39311,contensioso,0
36405,content,0
24827,contenta,0
16416,contentese,0
38174,contentillo,0
10975,contento,0
8470,contentos,0
31152,conterpacho,0
2143,contesta,0
7575,contestaba,0
27986,contestando,0
9694,contestandole,0
12421,contestar,0
1714,contestarle,0
34970,contestaron,0
32281,conteste,0
18663,contesten,0
23693,contesto,0
11853,contetos,0
10807,contexto,0
19889,contextualizacion,0
4650,contienda,0
21439,contiendano,0
22885,contiene,0
40738,contieneno,0
4793,contigo,0
29909,contigode,0
22999,contigose,0
3535,continente,0
1934,contingente,0
2611,continua,0
1865,continuacion,0
3477,continuamarchen,0
44962,continuamos,0
6810,continuan,0
3223,continuar,0
39342,continuara,0
6183,continue,0
27651,continues,0
26013,continuidad,0
8309,continuismo,0
31737,continuismoel,0
37403,continuista,0
18311,continuo,0
24273,continuos,0
11582,conto,0
41186,contomauricio,0
28196,contr,0
438,contra,0
18177,contrabando,0
9692,contracampana,0
43473,contracomu,0
24749,contracorriente,0
22653,contraculturales,0
34888,contradecirle,0
10331,contradecirlo,0
324,contradiccion,0
8238,contradice,0
24475,contradicen,0
35811,contradictor,0
8244,contradictorias,0
7218,contradictorio,0
30684,contradigo,0
10015,contragodarria,0
34234,contraindicaciones,0
20698,contralor,0
22983,contraloria,0
23867,contraloriaant,0
5659,contralorias,0
12264,contranwm,0
24804,contraparte,0
10212,contrapero,0
4314,contrapeso,0
24594,contrapesos,0
42017,contrapoder,0
33750,contrargumento,0
11989,contraria,0
44414,contrariar,0
1594,contrario,0
35434,contrarioes,0
31081,contrariomas,0
30438,contrarioque,0
16138,contrarrestar,0
24339,contrasta,0
38420,contraste,0
29145,contrastes,0
14577,contrata,0
4945,contratacion,0
7544,contrataciones,0
4060,contratadas,0
40296,contratado,0
9775,contratan,0
13941,contratar,0
19462,contrate,0
35072,contraticos,0
13235,contratis,0
41679,contratista,0
23649,contratistas,0
53,contrato,0
5273,contratos,0
8447,contravia,0
25016,contribuir,0
37835,contribuyan,0
43657,contribuyen,0
25555,contribuyendo,0
7494,contribuyentes,0
38161,contricante,0
25595,contrincante,0
37620,contrincantes,0
1780,control,0
39654,controla,0
40285,controlado,0
2500,controlador,0
6485,controlan,0
14406,controlando,0
8155,controlar,0
18624,controlas,0
41187,controlciudad12,0
23819,controle,0
7722,controlelo,0
38719,controlineptos,0
37884,controvertida,0
12428,controvertido,0
7617,contruir,0
25061,contubernia,0
42055,contubernio,0
7499,contundencia,0
1243,contundente,0
23160,contundentecafe,0
16615,contundentes,0
6088,contundentesla,0
40395,conusted,0
10769,convalidar,0
5656,convence,0
34060,convencen,0
7408,convencer,0
11189,convencerlo,0
16292,convencida,0
6307,convencidausted,0
18593,convencido,0
3539,convencidos,0
13685,convenciendo,0
15337,convencimiento,0
15865,convencio,0
37873,convenciom,0
992,convencion,0
38094,convenga,0
41160,convenia,0
7662,conveniencia,0
15157,conveniencias,0
3651,conveniente,0
41257,convenio,0
38006,convenios,0
10042,convenser,0
25775,convenza,0
37594,convenzase,0
37550,convenzo,0
7311,convergencia,0
26617,conversacion,0
3131,conversaciones,0
39097,conversacionesde,0
1346,conversamos,0
36796,conversando,0
37248,conversar,0
1025,conversatorio,0
20171,conversiones,0
15040,converson,0
21405,convertiamos,0
43622,convertida,0
714,convertido,0
26628,convertidootra,0
10177,convertir,0
1171,convertira,0
44045,convertiria,0
6794,convertirlo,0
26887,convertirse,0
3046,conviccion,0
3878,convicciones,0
7739,convicto,0
26848,convictos,0
6404,conviene,0
35156,convienen,0
29253,conviertan,0
25158,conviertas,0
25225,conviertase,0
1991,convierte,0
11883,convierten,0
28799,convirtamos,0
6977,convirtiendo,0
7125,convirtiendose,0
25777,convirtieron,0
368,convirtio,0
13661,convivencia,0
9016,convivir,0
30677,convoca,0
41406,convocan,0
24456,convocar,0
6947,convocatoria,0
37604,convocatorias,0
30029,convoque,0
37616,convota,0
41188,cony_martinez_,0
9224,conycamelo,0
32860,conyugal,0
33600,conyuge,0
14120,cool,0
43474,coolombiano,0
44016,coomulquip,0
25157,coopartidarios,0
13556,cooperacion,0
7102,cooperan,0
18201,cooperar,0
38410,cooperativa,0
12590,cooptando,0
23165,coordenadas,0
3413,coordinacion,0
44251,coordinador,0
42349,coordinamos,0
22819,coordinar,0
32617,coordine,0
18784,cooresponsable,0
3915,cop,0
37011,cop26,0
29226,cop4000,0
11191,copa,0
39978,copado,0
26428,copar,0
30638,copartidaria,0
6626,copartidario,0
7529,copartidarios,0
24055,copearle,0
13545,copia,0
11755,copiado,0
4253,copiamos,0
8004,copian,0
19408,copiando,0
19302,copiar,0
38359,copias,0
22759,copie,0
41768,copies,0
19342,copio,0
20379,copiona,1
15281,copiosa,0
29523,coprocefalia,1
13528,cops,0
19307,copy,0
19303,copyamppaste,0
19325,copypaste,0
30920,coque747,0
34072,coquetearle,0
29388,cora_dunlap,0
11448,coraje,0
6078,corajele,0
37883,corajudos,0
9803,coral,0
41190,coralteresa,0
3396,coras,0
4742,corazon,0
10151,corazones,0
16300,corazonese,0
22171,corazonpero,0
38827,corazonte,0
13016,corbata,0
11633,corbatas,0
10340,corbatasnecesitamos,0
17765,corderitos,0
12143,corderos,0
911,cordial,0
39691,cordialmente,0
1015,cordillera,0
6593,cordoba,0
36952,cordobael,0
6438,cordobesa,0
34512,corea,0
42042,corferias,0
29014,corinto,0
26959,corleone,0
20233,corleonnisaludos,0
34027,corlionmao,0
12268,corneliosilva9,0
33018,cornudoivan,0
24799,coro,0
40999,corocorita,0
17568,corona,0
36162,coronaria,0
25331,coronavirus,0
122,coronel,0
3551,coronelhmejia,0
1758,coronell,0
10547,coronell_w,0
37748,coronell1min,0
41151,coronellhttpstcob,0
12807,coronelque,0
40176,coronilla,0
29613,coronnell,0
12788,corotos,0
27135,corozo,0
6068,corozon,0
14155,corpbanca,0
43674,corpereira,0
34742,corpocesar,0
30593,corpomojana,0
19323,corporacion,0
30601,corporal,0
15941,corpulentos,0
34775,corpus,0
21103,corra,0
23611,corral,0
10419,corrales,0
6843,corre,0
17462,correa,0
31154,correaal100,0
41191,correalci_juan,0
11664,correas,0
37597,correazos,0
40284,correcaminos,0
5208,correccion,0
1523,correcta,0
26695,correctamente,0
3194,correcto,0
17468,correctode,0
32557,corrector,0
26015,correctos,0
4467,corredor,0
14389,corregi,0
533,corregimientos,0
17039,corregir,0
30008,correista,0
6059,corren,0
3294,correo,0
6167,correos,0
16971,correr,0
20536,correria,0
32429,corres,0
14501,corresponda,0
3492,corresponde,0
43590,corrida,0
29059,corridas,0
